Justiça Eleitoral - Eleições Municipais 2004
Consulta de Resultados Eleitorais - Quadro Partido/Cargo
UF (RS) - Partido (TODOS) - Cargo (TODOS)
29/03/2009 - 00:39:43  -  Dados sujeitos a alteração
Última atualização em: 06/03/2008

UF,Município,Partido,Cargo,(E) Total de Eleitos,Votos de Legenda,Votos Nominais,(VT)Total de Votos,(VC) Votos Válidos,% (VT/VC)
"RS","LAJEADO","PAN","Vereador","0","0","0","0","39.684","0.000",
"RS","LAJEADO DO BUGRE","PAN","Vereador","0","0","0","0","1.349","0.000",
"RS","LAVRAS DO SUL","PAN","Vereador","0","0","0","0","5.206","0.000",
"RS","PICADA CAFE","PAN","Vereador","0","0","0","0","3.336","0.000",
"RS","PINHAL","PAN","Vereador","0","0","0","0","1.678","0.000",
"RS","PINHAL DA SERRA","PAN","Vereador","0","0","0","0","1.911","0.000",
"RS","PINHAL GRANDE","PAN","Vereador","0","0","0","0","3.328","0.000",
"RS","PINHEIRINHO DO VALE","PAN","Vereador","0","0","0","0","3.172","0.000",
"RS","PINHEIRO MACHADO","PAN","Vereador","0","0","0","0","8.813","0.000",
"RS","PIRAPO","PAN","Vereador","0","0","0","0","2.091","0.000",
"RS","PIRATINI","PAN","Vereador","0","0","0","0","12.921","0.000",
"RS","UBIRETAMA","PAN","Vereador","0","0","0","0","1.881","0.000",
"RS","UNISTALDA","PAN","Vereador","0","0","0","0","2.247","0.000",
"RS","URUGUAIANA","PAN","Vereador","0","0","0","0","69.440","0.000",
"RS","VACARIA","PAN","Vereador","0","0","0","0","33.951","0.000",
"RS","VALE DO SOL","PAN","Vereador","0","0","0","0","7.127","0.000",
"RS","VALE REAL","PAN","Vereador","0","0","0","0","3.473","0.000",
"RS","VANINI","PAN","Vereador","0","0","0","0","1.358","0.000",
"RS","VENANCIO AIRES","PAN","Vereador","0","0","0","0","41.020","0.000",
"RS","VERA CRUZ","PAN","Vereador","0","0","0","0","14.588","0.000",
"RS","VERANOPOLIS","PAN","Vereador","0","0","0","0","14.288","0.000",
"RS","VIADUTOS","PAN","Vereador","0","0","0","0","4.335","0.000",
"RS","VIAMAO","PAN","Vereador","0","61","1,547","1,608","117.936","1.363",
"RS","VICENTE DUTRA","PAN","Vereador","0","0","0","0","3.710","0.000",
"RS","DOIS LAJEADOS","PAN","Vereador","0","0","0","0","2.431","0.000",
"RS","DOM FELICIANO","PAN","Vereador","0","0","0","0","8.660","0.000",
"RS","DOM PEDRITO","PAN","Vereador","0","0","0","0","23.956","0.000",
"RS","DONA FRANCISCA","PAN","Vereador","0","0","0","0","2.699","0.000",
"RS","DOUTOR MAURICIO CARDOSO","PAN","Vereador","0","0","0","0","4.103","0.000",
"RS","DOUTOR RICARDO","PAN","Vereador","0","0","0","0","1.756","0.000",
"RS","ELDORADO DO SUL","PAN","Vereador","0","11","326","337","17.916","1.881",
"RS","ENCANTADO","PAN","Vereador","0","0","0","0","13.201","0.000",
"RS","ENCRUZILHADA DO SUL","PAN","Vereador","0","0","0","0","15.840","0.000",
"RS","ENGENHO VELHO","PAN","Vereador","0","0","0","0","1.203","0.000",
"RS","ENTRE RIOS DO SUL","PAN","Vereador","0","0","0","0","2.315","0.000",
"RS","EREBANGO","PAN","Vereador","0","0","0","0","2.077","0.000",
"RS","ERECHIM","PAN","Vereador","0","0","0","0","54.532","0.000",
"RS","ERNESTINA","PAN","Vereador","0","0","0","0","2.469","0.000",
"RS","ERVAL SECO","PAN","Vereador","0","0","0","0","5.434","0.000",
